col,type,score,threshold,method,drift_detected,ref_count,cur_count,ref_missing_pct,cur_missing_pct,ref_mean,cur_mean,plant,strategy,metric
Flujo Cámara de contacto 2,numeric,147.48410739187315,266.91278429356885,wasserstein,False,,,,,,,planta2,decay,wasserstein
Flujo Salida de Lodo Sedimentador Secundario 3,numeric,16.878055385756415,5.621714528875271,wasserstein,True,,,,,,,planta2,decay,wasserstein
Nivel Pozo WAS,numeric,0.3498360440070183,0.12071464289424351,wasserstein,True,,,,,,,planta2,decay,wasserstein
Flujo Afluente PTAR,numeric,0.8162978812232543,0.15,ks,True,,,,,,,planta2,golden,ks
Flujo Aire Reactor 2,numeric,0.8287108389047413,0.15,ks,True,,,,,,,planta2,golden,ks
Flujo Aire Reactor 3,numeric,0.6644434747055401,0.15,ks,True,,,,,,,planta2,golden,ks
Flujo Alimentación Digestor 1,numeric,0.7073057030648281,0.15,ks,True,,,,,,,planta2,golden,ks
Flujo Alimentación Digestor 2,numeric,0.8446909667194928,0.15,ks,True,,,,,,,planta2,golden,ks
Flujo Alimentación Digestor 3,numeric,0.5038805469339821,0.15,ks,True,,,,,,,planta2,golden,ks
Flujo Cámara de contacto 1,numeric,0.7307735300693047,0.15,ks,True,,,,,,,planta2,golden,ks
Flujo Cámara de contacto 2,numeric,0.5884244629576431,0.15,ks,True,,,,,,,planta2,golden,ks
Flujo Salida de Lodo Sedimentador Secundario 3,numeric,1.0,0.15,ks,True,,,,,,,planta2,golden,ks
Nivel Pozo WAS,numeric,0.9911297289887369,0.15,ks,True,,,,,,,planta2,golden,ks
OD Reactor 2,categorical,0.9129187279622397,0.2,ks,True,,,,,,,planta2,golden,ks
Flujo Afluente PTAR,numeric,0.12006879935984413,0.55,mannwhitney,False,,,,,,,planta2,golden,mannwhitney
Flujo Aire Reactor 2,numeric,0.1418539833614303,0.55,mannwhitney,False,,,,,,,planta2,golden,mannwhitney
Flujo Aire Reactor 3,numeric,0.3256022864870815,0.55,mannwhitney,False,,,,,,,planta2,golden,mannwhitney
Flujo Alimentación Digestor 1,numeric,0.19240183512927694,0.55,mannwhitney,False,,,,,,,planta2,golden,mannwhitney
Flujo Alimentación Digestor 2,numeric,0.8999683042789224,0.55,mannwhitney,True,,,,,,,planta2,golden,mannwhitney
Flujo Alimentación Digestor 3,numeric,0.48464357017028775,0.55,mannwhitney,False,,,,,,,planta2,golden,mannwhitney
Flujo Cámara de contacto 1,numeric,0.2502045238463749,0.55,mannwhitney,False,,,,,,,planta2,golden,mannwhitney
Flujo Cámara de contacto 2,numeric,0.38163798839610386,0.55,mannwhitney,False,,,,,,,planta2,golden,mannwhitney
Flujo Salida de Lodo Sedimentador Secundario 3,numeric,1.0,0.55,mannwhitney,True,,,,,,,planta2,golden,mannwhitney
Nivel Pozo WAS,numeric,0.9956866458171941,0.55,mannwhitney,True,,,,,,,planta2,golden,mannwhitney
OD Reactor 2,categorical,0.9129187279622397,0.2,mannwhitney,True,,,,,,,planta2,golden,mannwhitney
Flujo Afluente PTAR,numeric,2.4882987993443355,0.2,psi,True,,,,,,,planta2,golden,psi
Flujo Aire Reactor 2,numeric,2.983735344239709,0.2,psi,True,,,,,,,planta2,golden,psi
Flujo Aire Reactor 3,numeric,1.4775982287767213,0.2,psi,True,,,,,,,planta2,golden,psi
Flujo Alimentación Digestor 1,numeric,1.16654994578379,0.2,psi,True,,,,,,,planta2,golden,psi
Flujo Alimentación Digestor 2,numeric,12.704453224515419,0.2,psi,True,,,,,,,planta2,golden,psi
Flujo Alimentación Digestor 3,numeric,1.742639468612163,0.2,psi,True,,,,,,,planta2,golden,psi
Flujo Cámara de contacto 1,numeric,0.6890707329080155,0.2,psi,True,,,,,,,planta2,golden,psi
Flujo Cámara de contacto 2,numeric,2.0529562288070036,0.2,psi,True,,,,,,,planta2,golden,psi
Flujo Salida de Lodo Sedimentador Secundario 3,numeric,inf,0.2,psi,True,,,,,,,planta2,golden,psi
Nivel Pozo WAS,numeric,0.0,0.2,psi,False,,,,,,,planta2,golden,psi
OD Reactor 2,categorical,0.9129187279622397,0.2,psi,True,,,,,,,planta2,golden,psi
Flujo Afluente PTAR,numeric,1291.6504967619153,272.5303110442638,wasserstein,True,,,,,,,planta2,golden,wasserstein
Flujo Aire Reactor 2,numeric,709.7894704852627,17.11021625641451,wasserstein,True,,,,,,,planta2,golden,wasserstein
Flujo Aire Reactor 3,numeric,906.8024253082634,269.91387335124114,wasserstein,True,,,,,,,planta2,golden,wasserstein
Flujo Alimentación Digestor 1,numeric,7.974290219077806,2.6993955837894044,wasserstein,True,,,,,,,planta2,golden,wasserstein
Flujo Alimentación Digestor 2,numeric,9.337008864164522,2.0451740647620262,wasserstein,True,,,,,,,planta2,golden,wasserstein
Flujo Alimentación Digestor 3,numeric,4.807636700205607,0.7240312264174585,wasserstein,True,,,,,,,planta2,golden,wasserstein
Flujo Cámara de contacto 1,numeric,336.810225272787,77.26671019712482,wasserstein,True,,,,,,,planta2,golden,wasserstein
Flujo Cámara de contacto 2,numeric,286.4445960266892,75.64624032984344,wasserstein,True,,,,,,,planta2,golden,wasserstein
Flujo Salida de Lodo Sedimentador Secundario 3,numeric,5.319167514857738,0.40231606976628254,wasserstein,True,,,,,,,planta2,golden,wasserstein
Nivel Pozo WAS,numeric,1.0068836563663017,0.061752622140367704,wasserstein,True,,,,,,,planta2,golden,wasserstein
OD Reactor 2,categorical,0.9129187279622397,0.2,wasserstein,True,,,,,,,planta2,golden,wasserstein
Flujo Afluente PTAR,numeric,0.27211087420042646,0.15,ks,True,,,,,,,planta2,seasonal,ks
Flujo Aire Reactor 2,numeric,0.6144862570770804,0.15,ks,True,,,,,,,planta2,seasonal,ks
Flujo Aire Reactor 3,numeric,0.13116930350972905,0.15,ks,False,,,,,,,planta2,seasonal,ks
Flujo Alimentación Digestor 1,numeric,0.2275006218009975,0.15,ks,True,,,,,,,planta2,seasonal,ks
Flujo Alimentación Digestor 2,numeric,0.12215320910973085,0.15,ks,False,,,,,,,planta2,seasonal,ks
Flujo Alimentación Digestor 3,numeric,0.122412704252123,0.15,ks,False,,,,,,,planta2,seasonal,ks
Flujo Cámara de contacto 1,numeric,0.2704280155642023,0.15,ks,True,,,,,,,planta2,seasonal,ks
Flujo Cámara de contacto 2,numeric,0.26990291262135924,0.15,ks,True,,,,,,,planta2,seasonal,ks
Flujo Salida de Lodo Sedimentador Secundario 3,numeric,0.8185328185328186,0.15,ks,True,,,,,,,planta2,seasonal,ks
Nivel Pozo WAS,numeric,0.728030283826375,0.15,ks,True,,,,,,,planta2,seasonal,ks
Flujo Afluente PTAR,numeric,0.48323164397791263,0.55,mannwhitney,False,,,,,,,planta2,seasonal,mannwhitney
Flujo Aire Reactor 2,numeric,0.21713327460873388,0.55,mannwhitney,False,,,,,,,planta2,seasonal,mannwhitney
Flujo Aire Reactor 3,numeric,0.4581963766139298,0.55,mannwhitney,False,,,,,,,planta2,seasonal,mannwhitney
Flujo Alimentación Digestor 1,numeric,0.48448606511238235,0.55,mannwhitney,False,,,,,,,planta2,seasonal,mannwhitney
Flujo Alimentación Digestor 2,numeric,0.5664596273291925,0.55,mannwhitney,True,,,,,,,planta2,seasonal,mannwhitney
Flujo Alimentación Digestor 3,numeric,0.5158652932340048,0.55,mannwhitney,False,,,,,,,planta2,seasonal,mannwhitney
Flujo Cámara de contacto 1,numeric,0.5149521363869711,0.55,mannwhitney,False,,,,,,,planta2,seasonal,mannwhitney
Flujo Cámara de contacto 2,numeric,0.5532229049235378,0.55,mannwhitney,True,,,,,,,planta2,seasonal,mannwhitney
Flujo Salida de Lodo Sedimentador Secundario 3,numeric,0.8189733300989845,0.55,mannwhitney,True,,,,,,,planta2,seasonal,mannwhitney
Nivel Pozo WAS,numeric,0.8447069493382454,0.55,mannwhitney,True,,,,,,,planta2,seasonal,mannwhitney
Flujo Afluente PTAR,numeric,3.1633841867972725,0.2,psi,True,,,,,,,planta2,seasonal,psi
Flujo Aire Reactor 2,numeric,1.7464124818165256,0.2,psi,True,,,,,,,planta2,seasonal,psi
Flujo Aire Reactor 3,numeric,0.2235425422904011,0.2,psi,True,,,,,,,planta2,seasonal,psi
Flujo Alimentación Digestor 1,numeric,0.5405176750768187,0.2,psi,True,,,,,,,planta2,seasonal,psi
Flujo Alimentación Digestor 2,numeric,0.1651529591475076,0.2,psi,False,,,,,,,planta2,seasonal,psi
Flujo Alimentación Digestor 3,numeric,0.24334060111665431,0.2,psi,True,,,,,,,planta2,seasonal,psi
Flujo Cámara de contacto 1,numeric,3.4651706885310407,0.2,psi,True,,,,,,,planta2,seasonal,psi
Flujo Cámara de contacto 2,numeric,2.9936762813892894,0.2,psi,True,,,,,,,planta2,seasonal,psi
Flujo Salida de Lodo Sedimentador Secundario 3,numeric,11.708688239047715,0.2,psi,True,,,,,,,planta2,seasonal,psi
Nivel Pozo WAS,numeric,5.894247516209219,0.2,psi,True,,,,,,,planta2,seasonal,psi
Flujo Afluente PTAR,numeric,483.6373879885589,440.5916107261406,wasserstein,True,,,,,,,planta2,seasonal,wasserstein
Flujo Aire Reactor 2,numeric,533.4771642375473,43.51897729455707,wasserstein,True,,,,,,,planta2,seasonal,wasserstein
Flujo Aire Reactor 3,numeric,174.80098730072132,1175.4593439414894,wasserstein,False,,,,,,,planta2,seasonal,wasserstein
Flujo Alimentación Digestor 1,numeric,1.1718323137958797,3.324276721893232,wasserstein,False,,,,,,,planta2,seasonal,wasserstein
Flujo Alimentación Digestor 2,numeric,0.003936480361482361,0.004322841304214796,wasserstein,False,,,,,,,planta2,seasonal,wasserstein
Flujo Alimentación Digestor 3,numeric,0.41228712532064055,3.280115118660848,wasserstein,False,,,,,,,planta2,seasonal,wasserstein
Flujo Cámara de contacto 1,numeric,252.03674799886895,232.64790454850612,wasserstein,True,,,,,,,planta2,seasonal,wasserstein
Flujo Cámara de contacto 2,numeric,240.9593543082837,244.48285679564492,wasserstein,False,,,,,,,planta2,seasonal,wasserstein
Flujo Salida de Lodo Sedimentador Secundario 3,numeric,19.620790121972874,6.493300374742781,wasserstein,True,,,,,,,planta2,seasonal,wasserstein
Nivel Pozo WAS,numeric,0.6965011162255766,0.39330145984138654,wasserstein,True,,,,,,,planta2,seasonal,wasserstein
