plant,strategy,metric,col,score,pvalue,drifted
planta2,golden,wasserstein,OD Reactor 1,13.548494485294118,,0
planta2,golden,ks,Flujo Cámara de contacto 2,0.9991381786842861,0.002297530155083285,1
planta2,golden,psi,Flujo Cámara de contacto 2,,,0
planta2,golden,wasserstein,Flujo Cámara de contacto 2,608.6735729236229,,0
planta2,seasonal,ks,Flujo Cámara de contacto 1,0.8277732444202367,0.0,1
planta2,seasonal,mannwhitney,Flujo Cámara de contacto 1,0.9763180660142995,0.0,1
planta2,seasonal,psi,Flujo Cámara de contacto 1,13.385407849722576,,1
planta2,seasonal,wasserstein,Flujo Cámara de contacto 1,729.7633296707877,,0
planta2,seasonal,ks,Flujo Salida de Lodo Sedimentador Secundario 3,0.2453649096033696,2.755952010601927e-72,1
planta2,seasonal,mannwhitney,Flujo Salida de Lodo Sedimentador Secundario 3,0.6056876629488557,1.6262469794440018e-41,1
planta2,seasonal,psi,Flujo Salida de Lodo Sedimentador Secundario 3,0.9810475619849991,,1
planta2,seasonal,wasserstein,Flujo Salida de Lodo Sedimentador Secundario 3,1.33822875455314,,0
planta2,seasonal,ks,Flujo Aire Reactor 2,0.7421718215425593,0.0,1
planta2,seasonal,mannwhitney,Flujo Aire Reactor 2,0.205329886225345,4.285405558529095e-295,1
planta2,seasonal,psi,Flujo Aire Reactor 2,2.734265667946583,,1
planta2,seasonal,wasserstein,Flujo Aire Reactor 2,558.1892565359477,,0
planta2,seasonal,ks,Nivel Pozo WAS,0.3657915415458687,3.373863801594703e-163,1
planta2,seasonal,mannwhitney,Nivel Pozo WAS,0.7757032861540668,4.4777969485654056e-273,1
planta2,seasonal,psi,Nivel Pozo WAS,1.4665922022691644,,1
planta2,seasonal,wasserstein,Nivel Pozo WAS,0.11001020691850609,,0
planta2,seasonal,ks,Flujo Afluente PTAR,0.5231818598065228,1.9589245406013052e-302,1
planta2,seasonal,mannwhitney,Flujo Afluente PTAR,0.8609198207385378,0.0,1
planta2,seasonal,psi,Flujo Afluente PTAR,7.868561126786173,,1
planta2,seasonal,wasserstein,Flujo Afluente PTAR,1043.9403567108454,,0
planta2,seasonal,ks,Flujo Alimentación Digestor 1,0.19567139770825476,1.5232618199331006e-22,1
planta2,seasonal,mannwhitney,Flujo Alimentación Digestor 1,0.4851086591721811,0.1846081597735848,0
planta2,seasonal,psi,Flujo Alimentación Digestor 1,2.6321604458320467,,1
planta2,seasonal,wasserstein,Flujo Alimentación Digestor 1,0.9650351468616338,,0
planta2,seasonal,ks,Flujo Alimentación Digestor 2,0.07742377526550188,0.21137602277626752,0
planta2,seasonal,mannwhitney,Flujo Alimentación Digestor 2,0.5352757793764988,0.005303957380189563,1
planta2,seasonal,psi,Flujo Alimentación Digestor 2,0.0799467937239974,,0
planta2,seasonal,wasserstein,Flujo Alimentación Digestor 2,0.002592807965294381,,0
planta2,seasonal,ks,Flujo Alimentación Digestor 3,0.18390266742043,2.2223333579036842e-39,1
planta2,seasonal,mannwhitney,Flujo Alimentación Digestor 3,0.47714515608796837,0.003839385724345867,1
planta2,seasonal,psi,Flujo Alimentación Digestor 3,0.45597684296286184,,1
planta2,seasonal,wasserstein,Flujo Alimentación Digestor 3,0.4482478288342998,,0
planta2,seasonal,ks,Flujo Aire Reactor 1,,,0
planta2,seasonal,psi,Flujo Aire Reactor 1,,,0
planta2,seasonal,wasserstein,Flujo Aire Reactor 1,,,0
planta2,seasonal,ks,Flujo Aire Reactor 3,0.30750224900102513,1.1390634231944275e-113,1
planta2,seasonal,mannwhitney,Flujo Aire Reactor 3,0.6189718927174208,5.626716140253323e-52,1
planta2,seasonal,psi,Flujo Aire Reactor 3,0.683055107815671,,1
planta2,seasonal,wasserstein,Flujo Aire Reactor 3,355.28352481617645,,0
planta2,seasonal,ks,OD Reactor 1,0.13593729924193756,0.4925028935524745,0
planta2,seasonal,mannwhitney,OD Reactor 1,0.4578568675318001,0.3754995953149246,0
planta2,seasonal,psi,OD Reactor 1,0.1954722179962278,,0
planta2,seasonal,wasserstein,OD Reactor 1,0.6579733455882357,,0
planta2,seasonal,ks,Flujo Cámara de contacto 2,0.836715473872859,0.0,1
planta2,seasonal,mannwhitney,Flujo Cámara de contacto 2,0.9792578907567621,0.0,1
planta2,seasonal,psi,Flujo Cámara de contacto 2,13.475437162953469,,1
planta2,seasonal,wasserstein,Flujo Cámara de contacto 2,803.9173864077899,,0
